"chart","year","rank","title","artist","image"
"digital-songs-artists","2008","25","","Sean Kingston","https://charts-static.billboard.com/img/2007/12/sean-kingston-qzx-53x53.jpg"
"digital-songs-artists","2009","1","","Lady Gaga","https://charts-static.billboard.com/img/2017/05/lady-gaga-53x53.jpg"
"digital-songs-artists","2009","2","","The Black Eyed Peas","https://charts-static.billboard.com/img/1840/12/the-black-eyed-peas-99h-53x53.jpg"
"digital-songs-artists","2009","3","","Beyonce","https://charts-static.billboard.com/img/2006/12/beyonce-000-artist-chart-cci-53x53.jpg"
"digital-songs-artists","2009","4","","Taylor Swift","https://charts-static.billboard.com/img/2006/12/taylor-swift-p7u-artist-chart-ylp-53x53.jpg"
"digital-songs-artists","2009","5","","Miley Cyrus","https://charts-static.billboard.com/img/2017/06/miley-cyrus-53x53.jpg"
"digital-songs-artists","2009","6","","Michael Jackson","https://charts-static.billboard.com/img/1840/12/michael-jackson-9to-53x53.jpg"
"digital-songs-artists","2009","7","","Kanye West","https://charts-static.billboard.com/img/2017/04/kanye-west-53x53.jpg"
"digital-songs-artists","2009","8","","Britney Spears","https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg"
"digital-songs-artists","2009","9","","Flo Rida","https://charts-static.billboard.com/img/2008/12/flo-rida-8v1-53x53.jpg"
"digital-songs-artists","2009","10","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2009","11","","T.I.","https://charts-static.billboard.com/img/2017/07/ti-53x53.jpg"
"digital-songs-artists","2009","12","","P!nk","https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg"
"digital-songs-artists","2009","13","","Lil Wayne","https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg"
"digital-songs-artists","2009","14","","Pitbull","https://charts-static.billboard.com/img/2017/06/pitbull-53x53.jpg"
"digital-songs-artists","2009","15","","Kelly Clarkson","https://charts-static.billboard.com/img/2006/12/kelly-clarkson-tcv-artist-chart-0a3-53x53.jpg"
"digital-songs-artists","2009","16","","Rihanna","https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg"
"digital-songs-artists","2009","17","","Kings Of Leon","https://charts-static.billboard.com/img/2009/12/kings-of-leon-o0f-53x53.jpg"
"digital-songs-artists","2009","18","","The All-American Rejects","https://charts-static.billboard.com/img/2006/12/the-all-american-rejects-yky-53x53.jpg"
"digital-songs-artists","2009","19","","The Fray","https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg"
"digital-songs-artists","2009","20","","Jason Mraz","https://charts-static.billboard.com/img/1840/12/jason-mraz-5w0-53x53.jpg"
"digital-songs-artists","2009","21","","Akon","https://charts-static.billboard.com/img/2006/12/akon-5il-53x53.jpg"
"digital-songs-artists","2009","22","","3OH!3","https://charts-static.billboard.com/img/2009/12/3oh3-eia-53x53.jpg"
"digital-songs-artists","2009","23","","Soulja Boy Tell'em","https://charts-static.billboard.com/img/2007/12/soulja-boy-4vz-53x53.jpg"
"digital-songs-artists","2009","24","","Drake","https://charts-static.billboard.com/img/2009/12/drake-hq6-artist-chart-vz1-53x53.jpg"
"digital-songs-artists","2009","25","","Sean Kingston","https://charts-static.billboard.com/img/2007/12/sean-kingston-qzx-53x53.jpg"
"digital-songs-artists","2010","1","","Ke$ha","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"digital-songs-artists","2010","2","","Lady Gaga","https://charts-static.billboard.com/img/2017/05/lady-gaga-53x53.jpg"
"digital-songs-artists","2010","3","","The Black Eyed Peas","https://charts-static.billboard.com/img/1840/12/the-black-eyed-peas-99h-53x53.jpg"
"digital-songs-artists","2010","4","","Eminem","https://charts-static.billboard.com/img/2017/02/eminem-53x53.jpg"
"digital-songs-artists","2010","5","","Rihanna","https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg"
"digital-songs-artists","2010","6","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2010","7","","Jason Derulo","https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg"
"digital-songs-artists","2010","8","","Taio Cruz","https://charts-static.billboard.com/img/2010/12/taio-cruz-vf6-53x53.jpg"
"digital-songs-artists","2010","9","","Taylor Swift","https://charts-static.billboard.com/img/2006/12/taylor-swift-p7u-artist-chart-ylp-53x53.jpg"
"digital-songs-artists","2010","10","","B.o.B","https://charts-static.billboard.com/img/2010/12/bob-1-t7h-53x53.jpg"
"digital-songs-artists","2010","11","","Usher","https://charts-static.billboard.com/img/2004/12/usher-oqp-53x53.jpg"
"digital-songs-artists","2010","12","","Train","https://charts-static.billboard.com/img/2017/05/train-53x53.jpg"
"digital-songs-artists","2010","13","","Glee Cast","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"digital-songs-artists","2010","14","","Ludacris","https://charts-static.billboard.com/img/2017/04/ludacris-53x53.jpg"
"digital-songs-artists","2010","15","","Lady A","https://charts-static.billboard.com/img/2017/07/lady-antebellum-53x53.jpg"
"digital-songs-artists","2010","16","","Justin Bieber","https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg"
"digital-songs-artists","2010","17","","Bruno Mars","https://charts-static.billboard.com/img/2010/12/bruno-mars-va7-53x53.jpg"
"digital-songs-artists","2010","18","","Drake","https://charts-static.billboard.com/img/2009/12/drake-hq6-artist-chart-vz1-53x53.jpg"
"digital-songs-artists","2010","19","","JAY-Z","https://charts-static.billboard.com/img/2006/12/jay-z-g81-artist-chart-x1y-53x53.jpg"
"digital-songs-artists","2010","20","","Miley Cyrus","https://charts-static.billboard.com/img/2017/06/miley-cyrus-53x53.jpg"
"digital-songs-artists","2010","21","","Lil Wayne","https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg"
"digital-songs-artists","2010","22","","Iyaz","https://charts-static.billboard.com/img/2009/12/iyaz-a7g-53x53.jpg"
"digital-songs-artists","2010","23","","Mike Posner","https://charts-static.billboard.com/img/2010/12/mike-posner-oiz-53x53.jpg"
"digital-songs-artists","2010","24","","Nicki Minaj","https://charts-static.billboard.com/img/2010/12/nicki-minaj-thi-53x53.jpg"
"digital-songs-artists","2010","25","","Jay Sean","https://charts-static.billboard.com/img/2009/12/jay-sean-fk9-53x53.jpg"
"digital-songs-artists","2011","1","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2011","2","","Bruno Mars","https://charts-static.billboard.com/img/2010/12/bruno-mars-va7-53x53.jpg"
"digital-songs-artists","2011","3","","Rihanna","https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg"
"digital-songs-artists","2011","4","","Adele","https://charts-static.billboard.com/img/2009/12/adele-ee3-artist-chart-nd3-53x53.jpg"
"digital-songs-artists","2011","5","","Lil Wayne","https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg"
"digital-songs-artists","2011","6","","Lady Gaga","https://charts-static.billboard.com/img/2017/05/lady-gaga-53x53.jpg"
"digital-songs-artists","2011","7","","The Black Eyed Peas","https://charts-static.billboard.com/img/1840/12/the-black-eyed-peas-99h-53x53.jpg"
"digital-songs-artists","2011","8","","Pitbull","https://charts-static.billboard.com/img/2017/06/pitbull-53x53.jpg"
"digital-songs-artists","2011","9","","Nicki Minaj","https://charts-static.billboard.com/img/2010/12/nicki-minaj-thi-53x53.jpg"
"digital-songs-artists","2011","10","","Ke$ha","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"digital-songs-artists","2011","11","","Glee Cast","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"digital-songs-artists","2011","12","","Wiz Khalifa","https://charts-static.billboard.com/img/2010/12/wiz-khalifa-b1e-53x53.jpg"
"digital-songs-artists","2011","13","","Britney Spears","https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg"
"digital-songs-artists","2011","14","","LMFAO","https://charts-static.billboard.com/img/2009/12/lmfao-8l3-53x53.jpg"
"digital-songs-artists","2011","15","","Chris Brown","https://charts-static.billboard.com/img/2006/12/chris-brown-cte-53x53.jpg"
"digital-songs-artists","2011","16","","P!nk","https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg"
"digital-songs-artists","2011","17","","CeeLo Green","https://charts-static.billboard.com/img/2010/12/cee-lo-green-hk2-53x53.jpg"
"digital-songs-artists","2011","18","","Jason Aldean","https://charts-static.billboard.com/img/2006/12/jason-aldean-sa0-53x53.jpg"
"digital-songs-artists","2011","19","","Kanye West","https://charts-static.billboard.com/img/2017/04/kanye-west-53x53.jpg"
"digital-songs-artists","2011","20","","Drake","https://charts-static.billboard.com/img/2009/12/drake-hq6-artist-chart-vz1-53x53.jpg"
"digital-songs-artists","2011","21","","Foster The People","https://charts-static.billboard.com/img/2011/12/foster-the-people-prl-53x53.jpg"
"digital-songs-artists","2011","22","","OneRepublic","https://charts-static.billboard.com/img/2017/08/onerepublic-53x53.jpg"
"digital-songs-artists","2011","23","","The Band Perry","https://charts-static.billboard.com/img/2010/12/the-band-perry-lzw-53x53.jpg"
"digital-songs-artists","2011","24","","Blake Shelton","https://charts-static.billboard.com/img/2017/02/blake-shelton-53x53.jpg"
"digital-songs-artists","2011","25","","Enrique Iglesias","https://charts-static.billboard.com/img/2017/03/enrique-iglesias-53x53.jpg"
"digital-songs-artists","2012","1","","Adele","https://charts-static.billboard.com/img/2009/12/adele-ee3-artist-chart-nd3-53x53.jpg"
"digital-songs-artists","2012","2","","Taylor Swift","https://charts-static.billboard.com/img/2006/12/taylor-swift-p7u-artist-chart-ylp-53x53.jpg"
"digital-songs-artists","2012","3","","Flo Rida","https://charts-static.billboard.com/img/2008/12/flo-rida-8v1-53x53.jpg"
"digital-songs-artists","2012","4","","Nicki Minaj","https://charts-static.billboard.com/img/2010/12/nicki-minaj-thi-53x53.jpg"
"digital-songs-artists","2012","5","","Maroon 5","https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg"
"digital-songs-artists","2012","6","","Rihanna","https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg"
"digital-songs-artists","2012","7","","Carly Rae Jepsen","https://charts-static.billboard.com/img/2012/07/carly-rae-jepsen-hod-53x53.jpg"
"digital-songs-artists","2012","8","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2012","9","","fun.","https://charts-static.billboard.com/img/1840/12/fun-kc5-53x53.jpg"
"digital-songs-artists","2012","10","","LMFAO","https://charts-static.billboard.com/img/2009/12/lmfao-8l3-53x53.jpg"
"digital-songs-artists","2012","11","","Justin Bieber","https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg"
"digital-songs-artists","2012","12","","One Direction","https://charts-static.billboard.com/img/2011/11/one-direction-0i5-53x53.jpg"
"digital-songs-artists","2012","13","","Drake","https://charts-static.billboard.com/img/2009/12/drake-hq6-artist-chart-vz1-53x53.jpg"
"digital-songs-artists","2012","14","","Kelly Clarkson","https://charts-static.billboard.com/img/2006/12/kelly-clarkson-tcv-artist-chart-0a3-53x53.jpg"
"digital-songs-artists","2012","15","","Gotye","https://charts-static.billboard.com/img/2011/07/gotye-g72-53x53.jpg"
"digital-songs-artists","2012","16","","Bruno Mars","https://charts-static.billboard.com/img/2010/12/bruno-mars-va7-53x53.jpg"
"digital-songs-artists","2012","17","","Wiz Khalifa","https://charts-static.billboard.com/img/2010/12/wiz-khalifa-b1e-53x53.jpg"
"digital-songs-artists","2012","18","","David Guetta","https://charts-static.billboard.com/img/2007/12/david-guetta-z71-53x53.jpg"
"digital-songs-artists","2012","19","","The Wanted","https://charts-static.billboard.com/img/2012/07/the-wanted-no9-53x53.jpg"
"digital-songs-artists","2012","20","","Luke Bryan","https://charts-static.billboard.com/img/1840/12/luke-bryan-3d2-53x53.jpg"
"digital-songs-artists","2012","21","","Train","https://charts-static.billboard.com/img/2017/05/train-53x53.jpg"
"digital-songs-artists","2012","22","","Pitbull","https://charts-static.billboard.com/img/2017/06/pitbull-53x53.jpg"
"digital-songs-artists","2012","23","","Calvin Harris","https://charts-static.billboard.com/img/2012/12/calvin-harris-s9n-53x53.jpg"
"digital-songs-artists","2012","24","","Ellie Goulding","https://charts-static.billboard.com/img/2012/12/ellie-goulding-xqm-artist-chart-1gk-53x53.jpg"
"digital-songs-artists","2012","25","","Tyga","https://charts-static.billboard.com/img/2012/04/tyga-ofy-53x53.jpg"
"digital-songs-artists","2013","1","","Bruno Mars","https://charts-static.billboard.com/img/2010/12/bruno-mars-va7-53x53.jpg"
"digital-songs-artists","2013","2","","Macklemore & Ryan Lewis","https://charts-static.billboard.com/img/2011/09/macklemore-ryan-lewis-th1-53x53.jpg"
"digital-songs-artists","2013","3","","Imagine Dragons","https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg"
"digital-songs-artists","2013","4","","Taylor Swift","https://charts-static.billboard.com/img/2006/12/taylor-swift-p7u-artist-chart-ylp-53x53.jpg"
"digital-songs-artists","2013","5","","Justin Timberlake","https://charts-static.billboard.com/img/2006/12/justin-timberlake-bcj-artist-chart-3lf-53x53.jpg"
"digital-songs-artists","2013","6","","Rihanna","https://charts-static.billboard.com/img/2006/12/rihanna-t38-artist-chart-vji-53x53.jpg"
"digital-songs-artists","2013","7","","Florida Georgia Line","https://charts-static.billboard.com/img/2012/12/florida-georgia-line-wbf-53x53.jpg"
"digital-songs-artists","2013","8","","Miley Cyrus","https://charts-static.billboard.com/img/2017/06/miley-cyrus-53x53.jpg"
"digital-songs-artists","2013","9","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2013","10","","P!nk","https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg"
"digital-songs-artists","2013","11","","Robin Thicke","https://charts-static.billboard.com/img/2007/12/robin-thicke-cu8-53x53.jpg"
"digital-songs-artists","2013","12","","Maroon 5","https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg"
"digital-songs-artists","2013","13","","Drake","https://charts-static.billboard.com/img/2009/12/drake-hq6-artist-chart-vz1-53x53.jpg"
"digital-songs-artists","2013","14","","Lorde","https://charts-static.billboard.com/img/2013/03/lorde-gw0-53x53.jpg"
"digital-songs-artists","2013","15","","Phillip Phillips","https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg"
"digital-songs-artists","2013","16","","One Direction","https://charts-static.billboard.com/img/2011/11/one-direction-0i5-53x53.jpg"
"digital-songs-artists","2013","17","","Blake Shelton","https://charts-static.billboard.com/img/2017/02/blake-shelton-53x53.jpg"
"digital-songs-artists","2013","18","","Eminem","https://charts-static.billboard.com/img/2017/02/eminem-53x53.jpg"
"digital-songs-artists","2013","19","","The Lumineers","https://charts-static.billboard.com/img/2012/12/the-lumineers-e8y-53x53.jpg"
"digital-songs-artists","2013","20","","JAY-Z","https://charts-static.billboard.com/img/2006/12/jay-z-g81-artist-chart-x1y-53x53.jpg"
"digital-songs-artists","2013","21","","Luke Bryan","https://charts-static.billboard.com/img/1840/12/luke-bryan-3d2-53x53.jpg"
"digital-songs-artists","2013","22","","Justin Bieber","https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg"
"digital-songs-artists","2013","23","","Avicii","https://charts-static.billboard.com/img/1840/12/avicii-32y-53x53.jpg"
"digital-songs-artists","2013","24","","Hunter Hayes","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"digital-songs-artists","2013","25","","will.i.am","https://charts-static.billboard.com/img/2010/12/william-eaz-53x53.jpg"
"digital-songs-artists","2014","1","","Pharrell Williams","https://charts-static.billboard.com/img/2006/12/pharrell-williams-rbx-53x53.jpg"
"digital-songs-artists","2014","2","","Katy Perry","https://charts-static.billboard.com/img/2008/12/katy-perry-l8p-53x53.jpg"
"digital-songs-artists","2014","3","","Jason Derulo","https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg"
